song_id,title,hidden,author,themes,ccli_number,last_scheduled_at,last_used_at,recent_uses_found,recent_use_1,recent_use_2,recent_use_3,days_since_last_use,usage_band,recency_band,bpm,length_seconds,meter,arrangement_name
24823667,Send Me,False,"Brandon Lake, Jenn Johnson, and Kari Jobe","Commitment, Devotion, Praise, Servanthood, Surrender",7183261,2026-02-08T10:00:00Z,2026-02-08T10:00:00Z,3,2026-02-08T10:00:00Z,2025-02-09T10:00:00Z,2024-11-10T10:00:00Z,19,Frequent recently,0-30d,,360,4/4,Default Arrangement
15710723,Speak O Lord,False,Keith Getty and Stuart Townend,"Nature, Petition, Voice, Voice of God",4615235,2026-02-08T10:00:00Z,2026-02-08T10:00:00Z,3,2026-02-08T10:00:00Z,2025-08-24T10:00:00Z,2025-07-20T10:00:00Z,19,Frequent recently,0-30d,,300,2/4,Default Arrangement
22018299,Take My Life And Let It Be (Hendon),False,Frances Ridley Havergal and Henri Abraham Cesar Malan,"Confidence, Life, Surre, Purpose, Humility, Offering, Petition, Christian Life, Dedication, Submission, Salvation, Commitment, Prayer, Sacrifice, Praise, Consecration, Holiness",1390,2026-02-08T10:00:00Z,2026-02-08T10:00:00Z,3,2026-02-08T10:00:00Z,2025-09-28T10:00:00Z,2024-12-29T10:00:00Z,19,Frequent recently,0-30d,,240,4/4,Default Arrangement
14557093,Amazing Grace (My Chains Are Gone),False,"Edwin Othello Excell, Louie Giglio, John Newton, John P. Rees, and Chris Tomlin",", Commitment, content, enough, Freedom, Grace, Mercy, party, Testimony",4768151,2026-02-01T10:00:00Z,2026-02-01T10:00:00Z,3,2026-02-01T10:00:00Z,2025-07-06T10:00:00Z,2024-10-27T14:00:00Z,26,Frequent recently,0-30d,,300,,Default Arrangement
12893807,From The Inside Out,False,Joel Houston,", a clean heart, abide, abive, Bread, Came to my rescue, Comfort, Compassion, Easter, Father's Day, fear, From the Inside Out, Glory, God's Attributes, Grace, Holy Spirit, hope mourning, Key of G, Mer",4705176,2026-02-01T10:00:00Z,2026-02-01T10:00:00Z,3,2026-02-01T10:00:00Z,2024-01-21T10:00:00Z,2023-10-27T21:00:00Z,26,Frequent recently,0-30d,76,300,4/4,Default Arrangement
21704084,Glorious Day,False,"Kristian Stanfill, Sean Curran, Jason Ingram, and Jonathan Smith",,7081388,2026-02-01T10:00:00Z,2026-02-01T10:00:00Z,3,2026-02-01T10:00:00Z,2025-03-23T10:00:00Z,2024-03-31T10:00:00Z,26,Frequent recently,0-30d,,300,4/4,Default Arrangement
11842821,Great Is Thy Faithfulness,False,Thomas Obediah Chisholm and William Marion Runyan,"Adoration, Assurance, Faithfulness, Hope, Nature, Peace",18723,2026-02-01T10:00:00Z,2026-02-01T10:00:00Z,3,2026-02-01T10:00:00Z,2023-12-31T10:00:00Z,2023-04-16T10:00:00Z,26,Frequent recently,0-30d,,300,3/4,Default Arrangement
26529469,Yet Not I But Through Christ In Me,False,"Jonny Robinson, Rich Thompson, and Michael Farren",,7121852,2026-03-08T10:00:00Z,2026-02-01T10:00:00Z,3,2026-02-01T10:00:00Z,2025-09-07T10:00:00Z,2024-07-14T10:00:00Z,26,Frequent recently,0-30d,75,330,4/4,Default Arrangement
21874137,Give Us Clean Hands,False,Charlie Hall,"Commitment, Integrity, jesus messiah, Refiners Fire, Repentance, Surrender, Forgiveness, Invitation, Prayer",2060208,2026-01-25T10:00:00Z,2026-01-25T10:00:00Z,3,2026-01-25T10:00:00Z,2025-06-29T10:00:00Z,2025-05-04T10:00:00Z,33,Frequent recently,31-90d,,240,4/4,Default Arrangement
21896467,Holy Water,False,"Andrew Bergthold, Ed Cash, Franni Cash, Martin Cash, and Scott Cash","Forgiveness, Holiness, Prayer",7136448,2026-01-25T10:00:00Z,2026-01-25T10:00:00Z,3,2026-01-25T10:00:00Z,2025-09-13T12:55:00Z,2024-09-29T10:00:00Z,33,Frequent recently,31-90d,,300,4/4,Default Arrangement
22363928,Judge Of The Secrets,False,Dave Fournier,"Judgment, Surrender",7001322,2026-01-25T10:00:00Z,2026-01-25T10:00:00Z,3,2026-01-25T10:00:00Z,2025-11-16T10:00:00Z,2025-06-15T10:00:00Z,33,Frequent recently,31-90d,150,300,6/8,Default Arrangement
15575905,Revelation Song,False,Jennie Lee Riddle,"all the way my saviour leads me, call, consumed, God's Love, Holy, holy is the lord, craig smith, how he loves, inside out, King of Kings, Lamb, mighty to save, new year, revelation song, risen, Worth",4447960,2026-01-25T10:00:00Z,2026-01-25T10:00:00Z,3,2026-01-25T10:00:00Z,2024-06-30T10:00:00Z,2024-04-21T10:00:00Z,33,Frequent recently,31-90d,,300,,Default Arrangement
22034460,All Hail King Jesus,False,"Jeremy Riddle, Peter Mattis, Ran Jackson, and Steffany Gretzinger",,7097216,2026-01-18T10:00:00Z,2026-01-18T10:00:00Z,3,2026-01-18T10:00:00Z,2024-03-17T10:00:00Z,2023-05-14T10:00:00Z,40,Frequent recently,31-90d,,330,4/4,Default Arrangement
12893755,O Worship The King,False,"Robert Grant, Johann Michael Haydn, and Chris Tomlin","Exaltation, Jesus, King, Worship",4255664,2026-01-18T10:00:00Z,2026-01-18T10:00:00Z,3,2026-01-18T10:00:00Z,2024-10-20T10:00:00Z,2023-10-29T10:00:00Z,40,Frequent recently,31-90d,,300,6/8,Default Arrangement
24523665,The Lord's Prayer (It's Yours),False,"Bryan Fowler, Jacob Sooter, and Matt Maher","Desire, Invitation, Kingdom Of God, Prayer, Surrender",7200544,2026-01-18T10:00:00Z,2026-01-18T10:00:00Z,3,2026-01-18T10:00:00Z,2025-10-19T10:00:00Z,2025-08-03T10:00:00Z,40,Frequent recently,31-90d,,300,4/4,Default Arrangement
20583777,Be Thou My Vision,False,,,,2026-01-11T10:00:00Z,2026-01-11T10:00:00Z,3,2026-01-11T10:00:00Z,2024-01-07T10:00:00Z,2022-04-03T08:45:00Z,47,Frequent recently,31-90d,,240,3/4,Default Arrangement
11728175,Open Up The Heavens,False,"Meredith Andrews, Stuart Garrard, James McDonald, and Andi Rozier",,6304702,2026-03-15T10:00:00Z,2026-01-11T10:00:00Z,3,2026-01-11T10:00:00Z,2025-11-02T10:00:00Z,2025-10-12T10:00:00Z,47,Frequent recently,31-90d,100,300,,Altered Words
22354496,Spirit Of The Living God,False,Jacob Sooter and Mia Fieldes,,7035191,2026-01-11T10:00:00Z,2026-01-11T10:00:00Z,3,2026-01-11T10:00:00Z,2025-01-26T10:00:00Z,2024-06-16T10:00:00Z,47,Frequent recently,31-90d,,300,4/4,Default Arrangement
11842513,Word Of God Speak,False,Pete Kipley and Bart Millard,", God's Presence, God's Word, Majesty, Rain, Voice, Voice of God",3912788,2026-01-11T10:00:00Z,2026-01-11T10:00:00Z,3,2026-01-11T10:00:00Z,2025-08-24T10:00:00Z,2024-06-16T10:00:00Z,47,Frequent recently,31-90d,,240,4/4,Default Arrangement
18656486,All Because Of Jesus,False,Steve Fee,"evangelize, , God's Attributes, Freedom, Glory, Baptism, Easter, Grace, King, Praise",4882903,2026-01-04T10:00:00Z,2026-01-04T10:00:00Z,3,2026-01-04T10:00:00Z,2024-08-04T10:00:00Z,2024-05-17T10:00:00Z,54,Frequent recently,31-90d,134,270,4/4,North Point
22051800,Goodness Of God,False,Ed Cash and Jenn Johnson,,7117726,2026-01-04T10:00:00Z,2026-01-04T10:00:00Z,3,2026-01-04T10:00:00Z,2025-09-13T12:55:00Z,2025-01-05T10:00:00Z,54,Frequent recently,31-90d,,300,4/4,Default Arrangement
26335529,Praise,False,"Brandon Lake, Chandler Moore, Chris Brown, Cody Carnes, Pat Barrett, and Steven Furtick","Faithfulness, Praise, Victory, Warfare",7213077,2026-01-04T10:00:00Z,2026-01-04T10:00:00Z,3,2026-01-04T10:00:00Z,2025-09-13T12:55:00Z,2025-05-18T10:00:00Z,54,Frequent recently,31-90d,,300,4/4,Default Arrangement
27496254,All Honor (Consuming Fire),False,,,,2026-03-29T10:00:00Z,2025-12-28T10:00:00Z,3,2025-12-28T10:00:00Z,2025-10-12T10:00:00Z,2025-01-26T10:00:00Z,61,Frequent recently,31-90d,,,,
12754706,Beautiful Things,False,Lisa Gungor and Michael Gungor,"Beauty, Cleansing, New Life, Purity, Renewal, Resurrection, Transformation",5665521,2025-12-28T10:00:00Z,2025-12-28T10:00:00Z,3,2025-12-28T10:00:00Z,2025-03-23T10:00:00Z,2025-01-05T10:00:00Z,61,Frequent recently,31-90d,,300,4/4,Default Arrangement
19796116,Build Your Kingdom Here,False,Rend Collective Experiment,"Heaven, Kingdom of God, Prayer",6186078,2025-12-28T10:00:00Z,2025-12-28T10:00:00Z,3,2025-12-28T10:00:00Z,2025-11-23T10:00:00Z,2025-11-09T10:00:00Z,61,Frequent recently,31-90d,,270,4/4,Default Arrangement
20381065,Death Was Arrested,False,"Adam Kersh, Brandon Coker, Heath Balltzglier, Paul Taylor, and Paul Taylor Smith","Death, Cross, Grace, Freedom, Mercy, Redemption",7046448,2025-12-28T10:00:00Z,2025-12-28T10:00:00Z,3,2025-12-28T10:00:00Z,2023-04-09T10:00:00Z,2022-10-09T08:45:00Z,61,Frequent recently,31-90d,78,288,6/8,North Point Worship
12100394,Wildfire,False,Steve Busch,,,2025-12-28T10:00:00Z,2025-12-28T10:00:00Z,3,2025-12-28T10:00:00Z,2025-11-16T10:00:00Z,2025-06-29T10:00:00Z,61,Frequent recently,31-90d,86,300,4/4,Default Arrangement
23332853,Glory (Let There Be Peace),False,"Rachel Popadic, Chris Stevens, and Matt Maher",,7071972,2025-12-25T10:00:00Z,2025-12-25T10:00:00Z,3,2025-12-25T10:00:00Z,2024-12-22T10:00:00Z,2023-12-10T10:00:00Z,64,Frequent recently,31-90d,,300,4/4,Default Arrangement
18508895,Hark The Herald Angels Sing,False,Felix Mendelssohn and Charles Wesley,"Proclamation, Angels, Seasonal, Christmas, Praise, Rejoice",27738,2025-12-25T10:00:00Z,2025-12-25T10:00:00Z,3,2025-12-25T10:00:00Z,2024-12-22T10:00:00Z,2023-12-17T10:00:00Z,64,Frequent recently,31-90d,,240,4/4,Default Arrangement
21598896,It Came Upon The Midnight Clear,False,Edmund Hamilton Sears and Richard Storrs Willis,"Seasonal, Jesus, Christmas",31078,2025-12-25T10:00:00Z,2025-12-25T10:00:00Z,3,2025-12-25T10:00:00Z,2022-12-04T08:45:00Z,2021-12-12T08:45:00Z,64,Frequent recently,31-90d,,240,3/4,Default Arrangement
19891535,Mary Did You Know,False,Buddy Greene and Mark Lowry,"Mary Did You Know?, , Advent",839225,2025-12-25T10:00:00Z,2025-12-25T10:00:00Z,3,2025-12-25T10:00:00Z,2024-12-15T10:00:00Z,2023-12-03T10:00:00Z,64,Frequent recently,31-90d,,300,4/4,Default Arrangement
21677121,More Than A Child,False,Larry Holder,"Messiah, Light, Peace, Christmas, Jesus, Praise",3126615,2025-12-25T10:00:00Z,2025-12-25T10:00:00Z,3,2025-12-25T10:00:00Z,2024-12-15T10:00:00Z,2021-12-24T16:30:00Z,64,Frequent recently,31-90d,,210,3/4,Default Arrangement
21562378,You Are Holy (Prince Of Peace),False,Marc Imboden and Tammi Rhoton,"denial, grace flows down, Jesus, Name Of Jesus, Devotion, Holiness",2332149,2025-12-25T10:00:00Z,2025-12-25T10:00:00Z,3,2025-12-25T10:00:00Z,2024-09-08T10:00:00Z,2023-11-26T10:00:00Z,64,Frequent recently,31-90d,,300,4/4,Default Arrangement
23332858,Angels From The Realms Of Glory,False,Henry Thomas Smart and James Montgomery,"Seasonal, , Christmas, Rejoice",31669,2025-12-21T10:00:00Z,2025-12-21T10:00:00Z,3,2025-12-21T10:00:00Z,2024-12-22T10:00:00Z,2023-12-17T10:00:00Z,68,Frequent recently,31-90d,,300,4/4,Default Arrangement
19960241,God Rest Ye Merry Gentlemen,False,,,,2025-12-21T10:00:00Z,2025-12-21T10:00:00Z,3,2025-12-21T10:00:00Z,2021-12-19T08:45:00Z,2020-12-25T10:00:00Z,68,Frequent recently,31-90d,,240,,Default Arrangement
13108536,Joy To The World (Unspeakable Joy),False,"Ed Cash, Matt Gilder, George Frederic Handel, Isaac Watts, and Chris Tomlin","God's Sovereignty, Birth, , Proclamation, Christmas, Joy, Adoration, God's Love",5607039,2025-12-21T10:00:00Z,2025-12-21T10:00:00Z,3,2025-12-21T10:00:00Z,2025-03-02T10:00:00Z,2024-12-25T10:00:00Z,68,Frequent recently,31-90d,,300,4/4,Default Arrangement
21644044,Joyful Joyful We Adore Thee,False,"Edward Hodges, Henry Van Dyke, and Ludwig van Beethoven","Ceremony, Wedding, Joy, God's Attributes, Father, Praise, Adoration, Rejoice, Worship",25321,2025-12-21T10:00:00Z,2025-12-21T10:00:00Z,3,2025-12-21T10:00:00Z,2025-01-19T10:00:00Z,2024-11-24T18:00:00Z,68,Frequent recently,31-90d,,300,4/4,Default Arrangement
23479760,O Come O Come Emmanuel,False,"Henry Sloane Coffin, John Mason Neale, and Thomas Helmore","The Light, Seasonal, Advent, Liberty, , Jesus, Christmas, Light, Salvation, Victory, Heaven",31982,2025-12-21T10:00:00Z,2025-12-21T10:00:00Z,3,2025-12-21T10:00:00Z,2024-12-25T10:00:00Z,2024-12-08T10:00:00Z,68,Frequent recently,31-90d,,300,4/4,Default Arrangement
23332878,O Little Town Of Bethlehem,False,Lewis Henry Redner and Phillips Brooks,"o little town of bethleham, Seasonal, , Christmas",27879,2025-12-21T10:00:00Z,2025-12-21T10:00:00Z,3,2025-12-21T10:00:00Z,2023-12-24T10:00:00Z,2022-11-27T08:45:00Z,68,Frequent recently,31-90d,,240,4/4,Default Arrangement
13193400,Angels We Have Heard On High,False,Edward Shippen Barnes and James Chadwick,"Light of the World, Seasonal, Glory, Renewal, Lordship Of Jesus, Jesus, Christmas, Praise, Adoration",27721,2025-12-14T10:00:00Z,2025-12-14T10:00:00Z,3,2025-12-14T10:00:00Z,2023-12-17T10:00:00Z,2022-12-25T08:45:00Z,75,Frequent recently,31-90d,,300,4/4,Default Arrangement
21598640,Away In A Manger (Forever Amen),False,"James Ramsey Murray, Jonathan Smith, and Phil Wickham",,7138828,2025-12-14T10:00:00Z,2025-12-14T10:00:00Z,3,2025-12-14T10:00:00Z,2024-12-15T10:00:00Z,2023-12-24T10:00:00Z,75,Frequent recently,31-90d,,300,,Default Arrangement
13193485,O Holy Night,False,"Adolphe Charles Adam, John S. Dwight, and Placide Cappeau","Seasonal, Joy, Jesus, Christmas",32015,2025-12-14T10:00:00Z,2025-12-14T10:00:00Z,3,2025-12-14T10:00:00Z,2024-12-22T10:00:00Z,2024-12-08T10:00:00Z,75,Frequent recently,31-90d,,300,,With Choir
13163897,Silent Night,False,"Franz Xaver Gruber, Allan Hall, Joseph Mohr, Michael Omartian, Nicol Smith, and Todd Smith","Christmas, Son of God",4337410,2025-12-14T10:00:00Z,2025-12-14T10:00:00Z,3,2025-12-14T10:00:00Z,2024-12-22T10:00:00Z,2019-12-22T10:00:00Z,75,Frequent recently,31-90d,,240,,Default Arrangement
19865571,Come Thou Long Expected Jesus,False,"Rowland Hugh Prichard, Jacob Sooter, Meredith Andrews, and Charles Wesley",,7096082,2025-12-07T10:00:00Z,2025-12-07T10:00:00Z,3,2025-12-07T10:00:00Z,2024-12-08T10:00:00Z,2023-12-03T10:00:00Z,82,Frequent recently,31-90d,,240,,Vocal Chart
14728068,Go Tell It On The Mountain,False,John W. Work,"Mission, Proclamation, Evangelism, Seasonal, Jesus, Christmas",29080,2025-12-07T10:00:00Z,2025-12-07T10:00:00Z,3,2025-12-07T10:00:00Z,2022-12-25T08:45:00Z,2021-12-26T08:45:00Z,82,Frequent recently,31-90d,,,,
19912305,O Come All Ye Faithful,False,C. Frederick Oakeley and John Francis Wade,"another chance, jesus loves me, Seasonal, , Christmas, Praise, Adoration",31054,2025-12-07T10:00:00Z,2025-12-07T10:00:00Z,3,2025-12-07T10:00:00Z,2025-11-30T10:00:00Z,2024-12-22T10:00:00Z,82,Frequent recently,31-90d,,240,4/4,Default Arrangement
19891388,What Child Is This,False,William Chatterton Dix,"Incarnation, Seasonal, , Jesus, Christmas",30983,2025-12-07T10:00:00Z,2025-12-07T10:00:00Z,3,2025-12-07T10:00:00Z,2024-12-15T10:00:00Z,2023-12-24T10:00:00Z,82,Frequent recently,31-90d,,300,3/4,Default Arrangement
23332722,When Hope Came Down,False,Kari Jobe and Ben Glover,,6516129,2025-12-07T10:00:00Z,2025-12-07T10:00:00Z,3,2025-12-07T10:00:00Z,2025-11-30T10:00:00Z,2023-12-24T10:00:00Z,82,Frequent recently,31-90d,92,240,4/4,Worship Together
26130799,All My Hope,False,David Crowder and Ed Cash,,7068805,2025-11-30T10:00:00Z,2025-11-30T10:00:00Z,3,2025-11-30T10:00:00Z,2025-09-13T12:55:00Z,2025-08-31T10:00:00Z,89,Frequent recently,31-90d,90,300,3/4,Default Arrangement
27212208,He Has Made Me Glad,False,Leona Von Brethorst,"Rejoice, Thankfulness, Praise",1493,2025-11-30T10:00:00Z,2025-11-30T10:00:00Z,3,2025-11-30T10:00:00Z,2025-11-02T10:00:00Z,2025-03-02T10:00:00Z,89,Frequent recently,31-90d,,210,4/4,Default Arrangement
16680332,Here I Am To Worship,False,Tim Hughes,", challenges of being a christian, How Great Is Our God, Jesus, lead me to the cross, Life Of Jesus, Light, Thankfulness, Word of God, Worship",3266032,2025-11-30T10:00:00Z,2025-11-30T10:00:00Z,3,2025-11-30T10:00:00Z,2025-04-18T18:30:00Z,2025-04-13T10:00:00Z,89,Frequent recently,31-90d,,240,4/4,Default Arrangement
19364289,Heaven Came Down,False,John W. Peterson,"Saviour, Evangelism, Cross, Rejoice, Testimony, Heaven",19605,2025-11-23T10:00:00Z,2025-11-23T10:00:00Z,3,2025-11-23T10:00:00Z,2023-05-21T10:00:00Z,2022-08-28T08:45:00Z,96,Frequent recently,91-180d,,240,6/8,Default Arrangement
17255260,Living Hope,False,Brian Johnson and Phil Wickham,,7106807,2025-11-23T10:00:00Z,2025-11-23T10:00:00Z,3,2025-11-23T10:00:00Z,2022-09-25T08:45:00Z,2022-09-11T08:45:00Z,96,Frequent recently,91-180d,,300,,Default Arrangement
19595702,What A Beautiful Name,False,Ben Fielding and Brooke Ligertwood,,7068424,2025-11-23T10:00:00Z,2025-11-23T10:00:00Z,3,2025-11-23T10:00:00Z,2025-08-03T10:00:00Z,2024-03-17T10:00:00Z,96,Frequent recently,91-180d,68,337,4/4,Hillsong Worship
21874071,Draw Me Close,False,Kelly Carpenter,"Desire, God's Attributes, Friendship, Jesus, Adoration, Love",1459484,2025-11-16T10:00:00Z,2025-11-16T10:00:00Z,3,2025-11-16T10:00:00Z,2023-12-31T10:00:00Z,2023-03-12T10:00:00Z,103,Frequent recently,91-180d,,240,4/4,Default Arrangement
22321135,The Day Of Judgment,False,"Philip Doddridge, Ryan Vegh",,,2025-11-16T10:00:00Z,2025-11-16T10:00:00Z,3,2025-11-16T10:00:00Z,2024-06-23T10:00:00Z,2023-11-12T10:00:00Z,103,Frequent recently,91-180d,,300,4/4,Default Arrangement
27459036,Today,False,Brian Doerksen and Sandra Gage,"Family, Surrender",4157315,2025-11-16T10:00:00Z,2025-11-16T10:00:00Z,3,2025-11-16T10:00:00Z,2025-02-02T10:00:00Z,2025-01-12T10:00:00Z,103,Frequent recently,91-180d,,300,4/4,Default Arrangement
23173398,Wonderful Merciful Savior,False,Dawn Rodgers and Eric Wyse,", Adoration, Declaration, Worship, Praise",106879,2025-11-16T10:00:00Z,2025-11-16T10:00:00Z,3,2025-11-16T10:00:00Z,2024-07-07T10:00:00Z,2023-08-20T10:00:00Z,103,Frequent recently,91-180d,,240,3/4,Default Arrangement
17525002,Cornerstone,False,"Edward Mote, Eric Liljero, Jonas Myrin, William Batchelder Bradbury, and Reuben Morgan",,6158927,2025-11-09T10:00:00Z,2025-11-09T10:00:00Z,3,2025-11-09T10:00:00Z,2025-06-15T10:00:00Z,2025-03-09T10:00:00Z,110,Frequent recently,91-180d,,300,4/4,Default Arrangement
24265333,Is He Worthy,False,Ben Shive and Andrew Peterson,Worthiness,7108951,2025-11-09T10:00:00Z,2025-11-09T10:00:00Z,3,2025-11-09T10:00:00Z,2024-08-11T10:00:00Z,2023-10-14T11:00:00Z,110,Frequent recently,91-180d,,330,4/4,Default Arrangement
28200608,Raise A Hallelujah,False,"Jake Stevens, Jonathan Helser, Melissa Helser, and Molly Skaggs",,7119315,2025-11-09T10:00:00Z,2025-11-09T10:00:00Z,3,2025-11-09T10:00:00Z,2025-08-10T10:00:00Z,2025-05-18T10:00:00Z,110,Frequent recently,91-180d,,300,4/4,Default Arrangement
25807065,Shine Jesus Shine,False,Graham Kendrick,"The Light, Blood, Glory, Holy Spirit, Lordship Of Jesus, Revival, Jesus, Light",30426,2026-03-29T10:00:00Z,2025-11-09T10:00:00Z,3,2025-11-09T10:00:00Z,2025-04-06T10:00:00Z,2024-11-17T10:00:00Z,110,Frequent recently,91-180d,,240,4/4,Default Arrangement
12600098,Glory To God Forever,False,Steve Fee and Vicky Beeching,"Presence, King, Creator, , Glory, Adoration, Declaration",5384338,2025-11-02T10:00:00Z,2025-11-02T10:00:00Z,3,2025-11-02T10:00:00Z,2023-02-18T15:30:00Z,2023-01-22T10:00:00Z,117,Frequent recently,91-180d,,300,4/4,Default Arrangement
11631157,Holy Spirit,False,Bryan Torwalt and Katie Torwalt,"Holy Spirit, Presence",6087919,2025-11-02T10:00:00Z,2025-11-02T10:00:00Z,3,2025-11-02T10:00:00Z,2025-04-06T10:00:00Z,2025-01-26T10:00:00Z,117,Frequent recently,91-180d,72,360,4/4,Default Arrangement
